model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
Aygo,2016,Manual,18512,Petrol,0,69.0,1.0,6995
Aygo,2015,Manual,18040,Petrol,0,69.0,1.0,6249
Aygo,2017,Semi-Auto,5893,Petrol,145,67.0,1.0,8650
Aygo,2019,Manual,4321,Petrol,145,56.5,1.0,8950
Aygo,2019,Manual,4282,Petrol,145,57.7,1.0,9850
Aygo,2018,Manual,11719,Petrol,145,68.9,1.0,8495
Aygo,2019,Manual,25,Petrol,145,56.5,1.0,10800
Aygo,2017,Manual,24591,Petrol,145,69.0,1.0,6995
Aygo,2016,Manual,36189,Petrol,0,69.0,1.0,5950
Aygo,2019,Manual,11694,Petrol,145,56.5,1.0,8450
Aygo,2017,Manual,9697,Petrol,145,69.0,1.0,6950
Aygo,2019,Manual,9484,Petrol,145,57.7,1.0,8950
Aygo,2019,Manual,3621,Petrol,145,56.5,1.0,8950
Aygo,2017,Manual,10523,Petrol,0,69.0,1.0,7850
Aygo,2019,Manual,1762,Petrol,145,56.5,1.0,9450
Aygo,2019,Manual,4664,Petrol,145,56.5,1.0,9275
Aygo,2018,Manual,8960,Petrol,145,68.9,1.0,8250
Aygo,2018,Manual,19266,Petrol,145,68.9,1.0,7950
Aygo,2017,Manual,22095,Petrol,0,69.0,1.0,7550
Aygo,2019,Manual,729,Petrol,145,56.5,1.0,8995
Aygo,2019,Automatic,2985,Petrol,145,55.4,1.0,10950
Aygo,2019,Manual,647,Petrol,145,57.7,1.0,9450
Aygo,2019,Manual,27,Petrol,145,57.7,1.0,10250
Aygo,2016,Manual,22502,Petrol,0,69.0,1.0,6950
Aygo,2018,Manual,9249,Petrol,150,56.5,1.0,7750
Aygo,2019,Manual,6004,Petrol,150,57.7,1.0,9450
Aygo,2017,Manual,6736,Petrol,150,68.9,1.0,8475
Aygo,2017,Manual,31065,Petrol,150,68.9,1.0,7250
Aygo,2018,Manual,13079,Petrol,150,56.5,1.0,8950
Aygo,2019,Manual,2099,Petrol,145,56.5,1.0,8625
Aygo,2019,Manual,3641,Petrol,145,56.5,1.0,8350
Aygo,2017,Manual,10512,Petrol,150,68.9,1.0,7450
Aygo,2017,Manual,10632,Petrol,150,69.0,1.0,6750
Aygo,2017,Manual,15512,Petrol,150,68.9,1.0,7800
Aygo,2017,Manual,28261,Petrol,150,69.0,1.0,6250
Aygo,2018,Manual,10121,Petrol,150,69.0,1.0,7250
Aygo,2019,Manual,759,Petrol,145,57.7,1.0,9450
Aygo,2016,Manual,14700,Petrol,0,69.0,1.0,7495
Aygo,2018,Manual,18720,Petrol,145,68.9,1.0,7495
Aygo,2018,Manual,9500,Petrol,145,56.5,1.0,8795
Aygo,2019,Manual,6680,Petrol,145,56.5,1.0,11295
Aygo,2017,Semi-Auto,10826,Petrol,0,67.0,1.0,8750
Aygo,2019,Manual,315,Petrol,145,57.7,1.0,9450
Aygo,2019,Manual,7000,Petrol,145,57.7,1.0,11400
Aygo,2016,Semi-Auto,10732,Petrol,0,67.0,1.0,9895
Aygo,2017,Manual,14500,Petrol,0,69.0,1.0,7395
Aygo,2019,Manual,8200,Petrol,145,56.5,1.0,9995
Aygo,2016,Manual,26088,Petrol,0,69.0,1.0,6995
Aygo,2017,Manual,25000,Petrol,145,69.0,1.0,7995
Aygo,2017,Manual,15279,Petrol,145,68.9,1.0,7850
Aygo,2018,Manual,10696,Petrol,145,56.5,1.0,8250
Aygo,2019,Manual,2382,Petrol,145,57.7,1.0,9850
Aygo,2018,Manual,14500,Petrol,145,56.5,1.0,9995
Aygo,2018,Manual,6500,Petrol,145,56.5,1.0,7995
Aygo,2018,Manual,18000,Petrol,145,68.9,1.0,7995
Aygo,2019,Manual,5000,Petrol,145,56.5,1.0,9495
Aygo,2018,Manual,16500,Petrol,145,69.0,1.0,7695
Aygo,2019,Manual,1544,Petrol,145,57.7,1.0,9950
Aygo,2019,Manual,1998,Petrol,145,57.7,1.0,9995
Aygo,2017,Manual,14000,Petrol,150,68.9,1.0,8650
Aygo,2014,Manual,40000,Petrol,0,65.7,1.0,5000
Aygo,2017,Manual,26212,Petrol,150,68.9,1.0,7450
Aygo,2015,Manual,24481,Petrol,0,69.0,1.0,6950
Aygo,2018,Semi-Auto,13908,Petrol,145,67.3,1.0,9800
Aygo,2016,Manual,11400,Petrol,0,69.0,1.0,8250
Aygo,2019,Manual,5601,Petrol,145,56.5,1.0,9500
Aygo,2017,Manual,16500,Petrol,145,68.9,1.0,9000
Aygo,2018,Semi-Auto,8860,Petrol,150,67.0,1.0,10000
Aygo,2016,Manual,39132,Petrol,0,69.0,1.0,7295
Aygo,2017,Manual,4467,Petrol,150,68.9,1.0,9000
Aygo,2017,Manual,1000,Petrol,145,68.9,1.0,9900
Aygo,2018,Semi-Auto,9890,Petrol,145,67.3,1.0,10500
Aygo,2019,Manual,5967,Petrol,150,57.7,1.0,10800
Aygo,2017,Manual,14006,Petrol,0,68.9,1.0,8100
Aygo,2016,Semi-Auto,4179,Petrol,0,67.0,1.0,9475
Aygo,2014,Manual,49000,Petrol,0,65.7,1.0,5000
Aygo,2016,Manual,23054,Petrol,0,69.0,1.0,7250
Aygo,2017,Manual,7368,Petrol,145,68.9,1.0,8990
Aygo,2018,Manual,3889,Petrol,145,68.9,1.0,7990
Aygo,2017,Manual,23002,Petrol,150,69.0,1.0,6750
Aygo,2018,Manual,18100,Petrol,145,69.0,1.0,7098
Aygo,2019,Manual,13500,Petrol,145,56.5,1.0,7995
Aygo,2019,Manual,4000,Petrol,145,56.5,1.0,9349
Aygo,2019,Manual,4981,Petrol,150,56.5,1.0,10500
Aygo,2019,Manual,11209,Petrol,145,57.7,1.0,9598
Aygo,2018,Manual,8910,Petrol,150,68.9,1.0,8265
Aygo,2017,Semi-Auto,33443,Petrol,0,67.0,1.0,8500
Aygo,2018,Semi-Auto,10234,Petrol,145,56.5,1.0,11795
Aygo,2016,Manual,52249,Petrol,0,69.0,1.0,6750
Aygo,2018,Manual,6000,Petrol,145,56.5,1.0,9750
Aygo,2014,Semi-Auto,24500,Petrol,0,67.0,1.0,6890
Aygo,2017,Manual,31404,Petrol,150,68.9,1.0,7990
Aygo,2015,Semi-Auto,29600,Petrol,0,67.0,1.0,7925
Aygo,2014,Manual,28019,Petrol,0,69.0,1.0,5690
Aygo,2017,Manual,9526,Petrol,145,68.9,1.0,8300
Aygo,2016,Manual,35336,Petrol,0,69.0,1.0,6295
Aygo,2018,Manual,21512,Petrol,145,56.5,1.0,8345
Aygo,2019,Manual,100,Petrol,145,56.5,1.0,9550
Aygo,2017,Manual,11566,Petrol,145,68.9,1.0,10495
Aygo,2016,Semi-Auto,15999,Petrol,0,67.0,1.0,7440
Aygo,2017,Manual,32750,Petrol,145,68.9,1.0,7850
Aygo,2019,Manual,1500,Petrol,145,56.5,1.0,8990
Aygo,2019,Semi-Auto,32943,Petrol,150,55.4,1.0,10295
Aygo,2017,Manual,17322,Petrol,0,69.0,1.0,6750
Aygo,2018,Manual,6039,Petrol,145,56.5,1.0,9000
Aygo,2018,Manual,2300,Petrol,145,56.5,1.0,8500
Aygo,2016,Manual,31183,Petrol,0,69.0,1.0,7350
Aygo,2016,Manual,20680,Petrol,0,69.0,1.0,8550
Aygo,2015,Manual,30855,Petrol,0,69.0,1.0,6790
Aygo,2018,Semi-Auto,9000,Petrol,150,56.5,1.0,10295
Aygo,2014,Manual,33015,Petrol,0,69.0,1.0,5995
Aygo,2014,Manual,22672,Petrol,0,65.7,1.0,5515
Aygo,2015,Manual,42324,Petrol,0,69.0,1.0,6995
Aygo,2018,Semi-Auto,24007,Petrol,145,67.3,1.0,9495
Aygo,2018,Manual,8488,Petrol,145,68.9,1.0,8995
Aygo,2018,Manual,4000,Petrol,145,56.5,1.0,8655
Aygo,2019,Manual,6619,Petrol,145,57.7,1.0,9245
Aygo,2017,Manual,18000,Petrol,145,68.9,1.0,7995
Aygo,2018,Manual,9667,Petrol,145,56.5,1.0,9250
Aygo,2018,Manual,20872,Petrol,145,56.5,1.0,7714
Aygo,2016,Manual,17776,Petrol,0,69.0,1.0,7495
Aygo,2017,Semi-Auto,18353,Petrol,145,67.0,1.0,8465
Aygo,2018,Semi-Auto,16372,Petrol,150,67.3,1.0,9198
Aygo,2019,Manual,8150,Petrol,150,56.5,1.0,8398
Aygo,2018,Manual,4500,Petrol,150,56.5,1.0,7999
Aygo,2018,Manual,6442,Petrol,145,56.5,1.0,8248
Aygo,2018,Manual,4133,Petrol,145,69.0,1.0,7750
Aygo,2017,Manual,20500,Petrol,145,68.9,1.0,7995
Aygo,2015,Manual,18619,Petrol,0,69.0,1.0,5772
Aygo,2019,Manual,10261,Petrol,145,57.7,1.0,9995
Aygo,2015,Manual,52120,Petrol,0,69.0,1.0,6795
Aygo,2018,Manual,9694,Petrol,145,56.5,1.0,8999
Aygo,2016,Manual,25020,Petrol,0,69.0,1.0,7750
Aygo,2018,Manual,6364,Petrol,145,68.9,1.0,8595
Aygo,2017,Semi-Auto,3876,Petrol,0,67.0,1.0,8890
Aygo,2019,Manual,4231,Petrol,145,56.5,1.0,9695
Aygo,2018,Manual,5597,Petrol,145,56.5,1.0,8999
Aygo,2017,Manual,31500,Petrol,150,68.9,1.0,6999
Aygo,2017,Semi-Auto,27866,Petrol,150,67.0,1.0,7550
Aygo,2016,Semi-Auto,8510,Petrol,0,67.0,1.0,8695
Aygo,2016,Manual,16103,Petrol,0,69.0,1.0,7995
Aygo,2020,Semi-Auto,4569,Petrol,150,56.5,1.0,10795
Aygo,2020,Semi-Auto,4589,Petrol,150,56.5,1.0,10785
Aygo,2018,Manual,22000,Petrol,145,68.9,1.0,7999
Aygo,2017,Manual,3028,Petrol,145,68.9,1.0,8995
Aygo,2017,Manual,20858,Petrol,145,68.9,1.0,7995
Aygo,2016,Manual,10439,Petrol,0,69.0,1.0,7995
Aygo,2019,Semi-Auto,6900,Petrol,145,55.4,1.0,10491
Aygo,2014,Manual,43000,Petrol,0,69.0,1.0,5777
Aygo,2020,Manual,4578,Petrol,150,56.5,1.0,10400
Aygo,2018,Semi-Auto,11503,Petrol,150,67.0,1.0,9291
Aygo,2019,Semi-Auto,4695,Petrol,145,55.4,1.0,9990
Aygo,2019,Manual,6546,Petrol,145,57.7,1.0,9790
Aygo,2017,Manual,22349,Petrol,0,68.9,1.0,7391
Aygo,2019,Semi-Auto,7631,Petrol,145,55.4,1.0,10200
Aygo,2019,Manual,3589,Petrol,145,56.5,1.0,10791
Aygo,2018,Manual,7500,Petrol,145,56.5,1.0,7991
Aygo,2020,Semi-Auto,4855,Petrol,145,56.5,1.0,10980
Aygo,2019,Semi-Auto,4589,Petrol,145,55.4,1.0,10980
Aygo,2017,Semi-Auto,5000,Petrol,145,67.3,1.0,8995
Aygo,2018,Semi-Auto,17300,Petrol,145,67.0,1.0,8695
Aygo,2019,Manual,4560,Petrol,145,57.7,1.0,10490
Aygo,2015,Semi-Auto,62252,Petrol,0,67.0,1.0,6923
Aygo,2018,Manual,10437,Petrol,150,56.5,1.0,7901
Aygo,2017,Semi-Auto,21034,Petrol,145,67.3,1.0,8903
Aygo,2014,Manual,51166,Petrol,0,69.0,1.0,4901
Aygo,2014,Semi-Auto,5734,Petrol,0,67.0,1.0,8995
Aygo,2017,Manual,31507,Petrol,0,69.0,1.0,6895
Aygo,2019,Manual,4535,Petrol,145,57.7,1.0,9330
Aygo,2019,Manual,66,Petrol,145,57.7,1.0,10995
Aygo,2020,Manual,4578,Petrol,150,56.5,1.0,10980
Aygo,2016,Manual,29906,Petrol,0,69.0,1.0,6990
Aygo,2020,Semi-Auto,4568,Petrol,145,56.5,1.0,10740
Aygo,2020,Semi-Auto,4574,Petrol,145,56.5,1.0,11290
Aygo,2020,Semi-Auto,4578,Petrol,145,56.5,1.0,10980
Aygo,2020,Semi-Auto,4574,Petrol,145,56.5,1.0,11390
Aygo,2017,Manual,11248,Petrol,145,68.9,1.0,8402
Aygo,2018,Manual,11411,Petrol,145,69.0,1.0,7899
Aygo,2017,Manual,16012,Petrol,145,69.0,1.0,6999
Aygo,2017,Manual,40375,Petrol,0,68.9,1.0,6701
Aygo,2019,Semi-Auto,3110,Petrol,145,56.5,1.0,10791
Aygo,2018,Manual,9975,Petrol,145,56.5,1.0,8901
Aygo,2019,Manual,4235,Petrol,145,57.7,1.0,9495
Aygo,2017,Semi-Auto,19030,Petrol,0,67.0,1.0,7745
Aygo,2016,Manual,21460,Petrol,0,69.0,1.0,6895
Aygo,2018,Manual,14744,Petrol,150,69.0,1.0,7641
Aygo,2017,Semi-Auto,5403,Petrol,150,67.3,1.0,9871
Aygo,2017,Manual,31245,Petrol,145,68.9,1.0,7258
Aygo,2016,Manual,17006,Petrol,0,69.0,1.0,7395
Aygo,2017,Manual,40390,Petrol,145,68.9,1.0,7595
Aygo,2018,Manual,23384,Petrol,145,68.9,1.0,8291
Aygo,2018,Manual,15407,Petrol,145,68.9,1.0,8021
Aygo,2015,Manual,29222,Petrol,0,69.0,1.0,6342
Aygo,2018,Semi-Auto,5113,Petrol,150,67.3,1.0,10241
Aygo,2015,Manual,31183,Petrol,0,69.0,1.0,6062
Aygo,2019,Manual,4300,Petrol,145,57.7,1.0,9170
Aygo,2017,Manual,22572,Petrol,145,69.0,1.0,7072
Aygo,2018,Manual,7176,Petrol,145,56.5,1.0,9790
Aygo,2016,Automatic,10883,Petrol,0,67.0,1.0,9038
Aygo,2019,Manual,9306,Petrol,145,57.7,1.0,9287
Aygo,2019,Manual,4717,Petrol,145,57.7,1.0,8930
Aygo,2016,Automatic,18072,Petrol,0,67.0,1.0,8622
Aygo,2018,Semi-Auto,9481,Petrol,145,67.3,1.0,10192
Aygo,2016,Manual,19979,Petrol,0,69.0,1.0,6572
Aygo,2017,Manual,16002,Petrol,145,69.0,1.0,7352
Aygo,2016,Manual,22394,Petrol,0,69.0,1.0,7242
Aygo,2017,Semi-Auto,14770,Petrol,0,67.3,1.0,9106
Aygo,2015,Manual,22982,Petrol,0,69.0,1.0,6199
Aygo,2020,Manual,879,Petrol,150,56.5,1.0,10999
Aygo,2017,Manual,14601,Petrol,145,68.9,1.0,7949
Aygo,2017,Manual,13335,Petrol,145,69.0,1.0,7990
Aygo,2017,Semi-Auto,9500,Petrol,145,67.3,1.0,8995
Aygo,2017,Semi-Auto,7311,Petrol,145,67.3,1.0,9495
Aygo,2018,Semi-Auto,28040,Petrol,145,67.0,1.0,7995
Aygo,2017,Manual,33000,Petrol,0,69.0,1.0,6390
Aygo,2017,Semi-Auto,6337,Petrol,0,67.3,1.0,9680
Aygo,2019,Manual,8012,Petrol,150,56.5,1.0,8000
Aygo,2019,Manual,4267,Petrol,145,56.5,1.0,8595
Aygo,2019,Manual,4765,Petrol,145,56.5,1.0,8595
Aygo,2016,Manual,33460,Petrol,0,69.0,1.0,6990
Aygo,2017,Semi-Auto,18772,Petrol,145,67.3,1.0,9670
Aygo,2014,Manual,35863,Petrol,0,65.7,1.0,4495
Aygo,2017,Semi-Auto,22227,Petrol,0,67.3,1.0,8995
Aygo,2017,Manual,32863,Petrol,150,68.9,1.0,6995
Aygo,2017,Manual,11765,Petrol,0,69.0,1.0,6804
Aygo,2019,Manual,4689,Petrol,145,56.5,1.0,8801
Aygo,2019,Manual,9512,Petrol,145,57.7,1.0,9716
Aygo,2017,Manual,7000,Petrol,150,68.9,1.0,8000
Aygo,2018,Manual,6744,Petrol,145,68.9,1.0,8250
Aygo,2017,Manual,14054,Petrol,145,69.0,1.0,7099
Aygo,2018,Manual,10757,Petrol,145,68.9,1.0,8141
Aygo,2018,Manual,11203,Petrol,150,56.5,1.0,8901
Aygo,2017,Manual,11190,Petrol,150,68.9,1.0,8599
Aygo,2017,Manual,20053,Petrol,150,68.9,1.0,7481
Aygo,2014,Manual,27694,Petrol,0,69.0,1.0,5549
Aygo,2017,Manual,16026,Petrol,0,68.9,1.0,8712
Aygo,2017,Manual,18859,Petrol,145,69.0,1.0,6750
Aygo,2017,Manual,23295,Petrol,145,69.0,1.0,6600
Aygo,2017,Manual,28757,Petrol,145,68.9,1.0,7491
Aygo,2017,Manual,18717,Petrol,145,68.9,1.0,8132
Aygo,2019,Semi-Auto,2048,Petrol,150,56.5,1.0,10691
Aygo,2018,Manual,13190,Petrol,145,56.5,1.0,9440
Aygo,2019,Manual,5496,Petrol,145,57.7,1.0,10515
Aygo,2017,Semi-Auto,5900,Petrol,145,67.3,1.0,9250
Aygo,2019,Manual,6611,Petrol,145,56.5,1.0,9460
Aygo,2014,Manual,27569,Petrol,0,69.0,1.0,5500
Aygo,2016,Manual,14612,Petrol,0,69.0,1.0,7500
Aygo,2017,Manual,12071,Petrol,0,68.9,1.0,7601
Aygo,2017,Manual,24996,Petrol,145,68.9,1.0,7200
Aygo,2018,Manual,52253,Petrol,145,68.9,1.0,6991
Aygo,2018,Manual,13482,Petrol,145,56.5,1.0,9070
Aygo,2015,Manual,23663,Petrol,0,69.0,1.0,6112
Aygo,2019,Semi-Auto,1421,Petrol,150,56.5,1.0,10722
Aygo,2017,Manual,15957,Petrol,145,68.9,1.0,7522
Aygo,2017,Manual,22120,Petrol,150,68.9,1.0,7295
Aygo,2015,Semi-Auto,15944,Petrol,0,67.0,1.0,7495
Aygo,2017,Semi-Auto,7604,Petrol,0,67.0,1.0,8495
Aygo,2019,Semi-Auto,2794,Petrol,145,56.5,1.0,10851
Aygo,2017,Manual,34162,Petrol,0,69.0,1.0,6151
Aygo,2014,Manual,59382,Petrol,0,69.0,1.0,5979
Aygo,2017,Manual,11971,Petrol,0,68.9,1.0,7995
Aygo,2016,Manual,15630,Petrol,0,69.0,1.0,6500
Aygo,2018,Manual,27235,Petrol,150,68.9,1.0,7995
Aygo,2016,Manual,27151,Petrol,0,69.0,1.0,8495
Aygo,2014,Manual,32000,Petrol,0,69.0,1.0,5750
Aygo,2019,Manual,2624,Petrol,145,56.5,1.0,9188
Aygo,2019,Manual,4736,Petrol,145,56.5,1.0,9950
Aygo,2017,Manual,17554,Petrol,0,68.9,1.0,9295
Aygo,2017,Manual,27500,Petrol,145,69.0,1.0,6999
Aygo,2018,Manual,10380,Petrol,145,68.9,1.0,9495
Aygo,2018,Manual,11442,Petrol,145,68.9,1.0,9995
Aygo,2017,Manual,10262,Petrol,0,69.0,1.0,7695
Aygo,2016,Manual,33008,Petrol,0,69.0,1.0,8495
Aygo,2017,Manual,31503,Petrol,145,68.9,1.0,8995
Aygo,2020,Manual,500,Petrol,145,56.5,1.0,9990
Aygo,2020,Manual,500,Petrol,145,57.7,1.0,10752
Aygo,2020,Manual,500,Petrol,145,57.7,1.0,10740
Aygo,2020,Manual,500,Petrol,145,57.7,1.0,10730
Aygo,2017,Manual,12847,Petrol,145,69.0,1.0,7695
Aygo,2016,Manual,12123,Petrol,0,69.0,1.0,6999
Aygo,2017,Manual,31877,Petrol,0,69.0,1.0,6450
Aygo,2016,Manual,12869,Petrol,0,69.0,1.0,7900
Aygo,2015,Manual,46500,Petrol,0,69.0,1.0,5500
Aygo,2015,Automatic,26000,Petrol,0,67.0,1.0,7195
Aygo,2016,Automatic,10000,Petrol,0,67.0,1.0,7195
Aygo,2015,Manual,39592,Petrol,0,69.0,1.0,6499
Aygo,2017,Manual,17000,Petrol,150,68.9,1.0,7120
Aygo,2017,Manual,10000,Petrol,0,69.0,1.0,6190
Aygo,2018,Manual,7800,Petrol,150,68.9,1.0,8208
Aygo,2018,Manual,12652,Petrol,145,56.5,1.0,8995
Aygo,2019,Manual,3635,Petrol,150,56.5,0.0,9800
Aygo,2016,Manual,37267,Petrol,0,69.0,1.0,6300
Aygo,2017,Manual,26912,Petrol,0,69.0,1.0,7800
Aygo,2017,Manual,37406,Petrol,0,69.0,1.0,6400
Aygo,2018,Manual,7734,Petrol,145,56.5,1.0,9400
Aygo,2017,Manual,25497,Petrol,0,69.0,1.0,6800
Aygo,2017,Manual,17634,Petrol,145,69.0,1.0,7000
Aygo,2019,Manual,2600,Petrol,150,57.7,1.0,9495
Aygo,2015,Automatic,16202,Petrol,0,67.0,1.0,8500
Aygo,2015,Manual,31870,Petrol,0,69.0,1.0,5489
Aygo,2015,Manual,40607,Petrol,0,69.0,1.0,5296
Aygo,2018,Manual,14959,Petrol,145,68.9,1.0,8300
Aygo,2018,Manual,11460,Petrol,145,68.9,1.0,8400
Aygo,2015,Manual,27653,Petrol,0,69.0,1.0,5580
Aygo,2016,Automatic,10610,Petrol,0,67.0,1.0,7758
Aygo,2016,Manual,31238,Petrol,0,69.0,1.0,7119
Aygo,2016,Manual,22963,Petrol,0,69.0,1.0,5499
Aygo,2017,Manual,27174,Petrol,150,68.9,1.0,7000
Aygo,2014,Automatic,41012,Petrol,0,67.0,1.0,7000
Aygo,2019,Manual,10159,Petrol,145,56.5,1.0,7299
Aygo,2018,Manual,10578,Petrol,145,56.5,1.0,7099
Aygo,2015,Manual,42081,Petrol,0,69.0,1.0,5912
Aygo,2017,Manual,38189,Petrol,0,69.0,1.0,6299
Aygo,2016,Manual,18695,Petrol,0,69.0,1.0,7499
Aygo,2017,Manual,29914,Petrol,145,69.0,1.0,6000
Aygo,2017,Automatic,14368,Petrol,145,67.0,1.0,7999
Aygo,2016,Manual,22359,Petrol,0,69.0,1.0,6547
Aygo,2016,Manual,18393,Petrol,0,69.0,1.0,6272
Aygo,2017,Manual,37721,Petrol,0,69.0,1.0,5790
Aygo,2017,Manual,22686,Petrol,145,68.9,1.0,7750
Aygo,2016,Manual,42000,Petrol,0,69.0,1.0,5940
Aygo,2016,Manual,69350,Petrol,0,69.0,1.0,5940
Aygo,2017,Manual,22010,Petrol,145,69.0,1.0,5799
Aygo,2016,Manual,42158,Petrol,0,69.0,1.0,6245
Aygo,2015,Manual,29842,Petrol,0,69.0,1.0,6752
Aygo,2017,Manual,16104,Petrol,145,69.0,1.0,6295
Aygo,2017,Automatic,11812,Petrol,145,67.0,1.0,8274
Aygo,2016,Manual,12924,Petrol,0,69.0,1.0,7228
Aygo,2017,Manual,14114,Petrol,150,68.9,1.0,7397
Aygo,2016,Manual,26201,Petrol,0,69.0,1.0,6430
Aygo,2018,Manual,11466,Petrol,145,68.9,1.0,8119
Aygo,2017,Manual,27698,Petrol,0,69.0,1.0,6795
Aygo,2017,Automatic,11304,Petrol,145,67.0,1.0,8399
Aygo,2017,Manual,15628,Petrol,145,68.9,1.0,7695
Aygo,2019,Manual,1863,Petrol,145,57.7,1.0,9990
Aygo,2017,Automatic,19610,Petrol,145,67.0,1.0,7000
Aygo,2015,Manual,39942,Petrol,0,69.0,1.0,5995
Aygo,2017,Manual,25859,Petrol,150,68.9,1.0,7299
Aygo,2017,Manual,12453,Petrol,145,68.9,1.0,7211
Aygo,2015,Manual,29867,Petrol,0,69.0,1.0,5199
Aygo,2016,Manual,15200,Petrol,0,69.0,1.0,6499
Aygo,2018,Automatic,13629,Petrol,150,67.0,1.0,8495
Aygo,2018,Automatic,13600,Petrol,150,67.0,1.0,8495
Aygo,2018,Manual,4683,Petrol,145,56.5,1.0,8495
Aygo,2018,Automatic,6406,Petrol,145,56.5,1.0,9295
Aygo,2019,Manual,157,Petrol,145,56.5,1.0,9795
Aygo,2019,Manual,68,Petrol,145,56.5,1.0,9391
Aygo,2017,Manual,28572,Petrol,145,68.9,1.0,7695
Aygo,2019,Manual,1266,Petrol,145,56.5,1.0,10695
Aygo,2019,Manual,179,Petrol,145,57.7,1.0,10995
Aygo,2019,Manual,3,Petrol,145,57.7,1.0,10995
Aygo,2018,Automatic,3989,Petrol,150,67.0,1.0,8795
Aygo,2019,Manual,2500,Petrol,145,56.5,1.0,9790
Aygo,2019,Manual,3000,Petrol,145,56.5,1.0,9790
Aygo,2017,Manual,14000,Petrol,145,68.9,1.0,7900
Aygo,2018,Manual,7714,Petrol,150,68.9,1.0,9590
Aygo,2016,Manual,6425,Petrol,0,69.0,1.0,7100
Aygo,2016,Manual,24681,Petrol,0,69.0,1.0,7700
Aygo,2019,Manual,3500,Petrol,145,56.5,1.0,9790
Aygo,2017,Manual,11647,Petrol,0,68.9,1.0,7495
Aygo,2019,Manual,1000,Petrol,145,56.5,1.0,10995
Aygo,2017,Manual,19307,Petrol,145,68.9,1.0,7295
Aygo,2014,Manual,22014,Petrol,0,69.0,1.0,6300
Aygo,2018,Manual,3616,Petrol,145,56.5,1.0,8490
Aygo,2016,Manual,37649,Petrol,0,69.0,1.0,7390
Aygo,2019,Manual,2554,Petrol,145,56.5,1.0,11995
Aygo,2019,Manual,3,Petrol,145,56.5,1.0,9391
Aygo,2017,Manual,19760,Petrol,145,68.9,1.0,7995
Aygo,2014,Manual,30407,Petrol,0,69.0,1.0,6795
Aygo,2017,Manual,7804,Petrol,0,69.0,1.0,6990
Aygo,2017,Manual,15972,Petrol,0,68.9,1.0,8490
Aygo,2018,Manual,15895,Petrol,145,56.5,1.0,7995
Aygo,2018,Manual,22860,Petrol,145,68.9,1.0,7995
Aygo,2014,Manual,21498,Petrol,0,69.0,1.0,6000
Aygo,2018,Manual,10263,Petrol,145,56.5,1.0,9300
Aygo,2018,Manual,5342,Petrol,145,56.5,1.0,8761
Aygo,2014,Manual,39715,Petrol,0,69.0,1.0,5800
Aygo,2018,Manual,11710,Petrol,150,68.9,1.0,8500
Aygo,2017,Manual,35826,Petrol,145,68.9,1.0,7695
Aygo,2017,Manual,36398,Petrol,145,68.9,1.0,7295
Aygo,2016,Manual,22595,Petrol,0,69.0,1.0,6795
Aygo,2016,Manual,27208,Petrol,0,69.0,1.0,7200
Aygo,2017,Automatic,4560,Petrol,150,67.3,1.0,10000
Aygo,2017,Manual,23161,Petrol,0,68.9,1.0,7700
Aygo,2018,Manual,15825,Petrol,150,68.9,1.0,8300
Aygo,2017,Manual,13243,Petrol,145,69.0,1.0,7300
Aygo,2017,Manual,28953,Petrol,0,69.0,1.0,6800
Aygo,2019,Manual,8531,Petrol,145,56.5,0.0,8000
Aygo,2015,Manual,24619,Petrol,0,69.0,1.0,7200
Aygo,2014,Manual,13085,Petrol,0,65.7,1.0,5273
Aygo,2016,Manual,20816,Petrol,0,69.0,1.0,6873
Aygo,2017,Manual,24481,Petrol,145,69.0,1.0,6800
Aygo,2017,Manual,18378,Petrol,145,69.0,1.0,7000
Aygo,2017,Manual,17679,Petrol,0,68.9,1.0,7800
Aygo,2017,Manual,12527,Petrol,145,68.9,1.0,8000
Aygo,2015,Manual,22000,Petrol,0,69.0,1.0,6989
Aygo,2016,Manual,19787,Petrol,0,69.0,1.0,8000
Aygo,2018,Manual,12302,Petrol,145,68.9,1.0,8500
Aygo,2018,Manual,12691,Petrol,145,68.9,1.0,8300
Aygo,2018,Manual,13683,Petrol,145,69.0,1.0,7700
Aygo,2016,Manual,16612,Petrol,0,69.0,1.0,7000
Aygo,2016,Manual,39925,Petrol,0,69.0,1.0,5600
Aygo,2017,Manual,17714,Petrol,145,69.0,1.0,6700
Aygo,2017,Manual,28664,Petrol,0,69.0,1.0,6200
Aygo,2016,Manual,21851,Petrol,0,69.0,1.0,7300
Aygo,2016,Manual,23290,Petrol,0,69.0,1.0,6600
Aygo,2017,Manual,40000,Petrol,145,69.0,1.0,5900
Aygo,2016,Manual,43385,Petrol,0,69.0,1.0,6995
Aygo,2017,Manual,24231,Petrol,150,68.9,1.0,7495
Aygo,2016,Manual,14969,Petrol,20,62.8,1.0,7200
Aygo,2019,Manual,5354,Petrol,145,56.5,0.0,8000
Aygo,2014,Manual,22518,Petrol,0,69.0,1.0,6700
Aygo,2014,Manual,28148,Petrol,0,69.0,1.0,6700
Aygo,2017,Manual,37723,Petrol,0,69.0,1.0,7300
Aygo,2018,Manual,14521,Petrol,145,69.0,1.0,7300
Aygo,2018,Automatic,10001,Petrol,145,56.5,1.0,8973
